Dream,Title,Sentiment,Sentiment_Score,Emotion,Word_Count,Season,Dominant_Activity,Cluster,Cluster_Name,Lucid,Date,Symbols,Anxiety_Category
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.77,Surprise,25,Summer,Talking,2,Relational Connection,No,2026-06-21,"coffee, talking, celebrity, friend",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.48,Joy,18,Summer,Flying,3,Flight & Escape,No,2026-06-21,"flying, ocean, water, sky",Identity Transformation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.71,Surprise,25,Summer,Talking,2,Relational Connection,Yes,2026-06-21,"garden, family, partners, talking, flowers",Relationship Instability
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.79,Joy,17,Winter,Flying,3,Flight & Escape,No,2026-06-21,"flying, ocean, water, sky",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.92,Fear,15,Winter,Running,0,Performance Anxiety,No,2026-06-21,"trains, car, brakes, mountain, speed",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.27,Fear,23,Summer,Running,0,Performance Anxiety,No,2026-06-21,"trains, car, brakes, mountain, speed",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.56,Anger,24,Spring,Running,0,Performance Anxiety,No,2026-06-21,"monster, forest, chased, running, shadow",Loss of Control
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.42,Joy,21,Summer,Flying,3,Flight & Escape,No,2026-06-21,"flying, ocean, water, sky",Identity Transformation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.64,Fear,24,Fall,Observing,0,Performance Anxiety,No,2026-06-21,"exams, schools, test, classroom",Academic Pressure
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.74,Joy,25,Spring,Talking,2,Relational Connection,No,2026-06-21,"garden, family, partners, talking, flowers",Relationship Instability
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.69,Sadness,25,Summer,Observing,1,Existential Transformation,No,2026-06-21,"room, crying, lost, death, empty",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.38,Fear,19,Fall,Observing,1,Existential Transformation,No,2026-06-21,"teeth, falling, mirror, body",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.91,Fear,16,Winter,Running,0,Performance Anxiety,No,2026-06-21,"monster, forest, chased, running, shadow",Loss of Control
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.77,Surprise,25,Summer,Talking,2,Relational Connection,No,2026-06-21,"coffee, talking, celebrity, friend",Social Isolation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Positive,0.48,Joy,16,Fall,Falling,3,Flight & Escape,No,2026-06-21,"falling, building, skyscraper, heights",Loss of Control
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Negative,-0.6,Fear,15,Fall,Talking,2,Relational Connection,No,2026-06-21,"coffee, talking, celebrity, friend",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.76,Joy,17,Fall,Flying,3,Flight & Escape,Yes,2026-06-21,"flying, ocean, water, sky",Identity Transformation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.33,Sadness,14,Spring,Observing,1,Existential Transformation,No,2026-06-21,"room, crying, lost, death, empty",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.85,Fear,22,Spring,Observing,1,Existential Transformation,No,2026-06-21,"teeth, falling, mirror, body",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.77,Surprise,17,Winter,Talking,2,Relational Connection,No,2026-06-21,"coffee, talking, celebrity, friend",Social Isolation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.87,Surprise,20,Summer,Talking,2,Relational Connection,No,2026-06-21,"coffee, talking, celebrity, friend",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Negative,-0.43,Anger,19,Fall,Flying,3,Flight & Escape,No,2026-06-21,"flying, ocean, water, sky",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.7,Anger,23,Winter,Running,0,Performance Anxiety,Yes,2026-06-21,"exam, schools, maze, late, corridors",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.42,Fear,16,Fall,Running,0,Performance Anxiety,No,2026-06-21,"trains, car, brakes, mountain, speed",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.95,Joy,19,Spring,Talking,2,Relational Connection,No,2026-06-22,"garden, family, partners, talking, flowers",Relationship Instability
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.82,Anger,25,Fall,Running,0,Performance Anxiety,No,2026-06-22,"exam, schools, maze, late, corridors",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.82,Sadness,23,Winter,Observing,1,Existential Transformation,No,2026-06-22,"room, crying, lost, death, empty",Social Isolation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.22,Sadness,20,Fall,Observing,1,Existential Transformation,No,2026-06-22,"room, crying, lost, death, empty",Social Isolation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.56,Joy,16,Fall,Talking,2,Relational Connection,No,2026-06-22,"garden, family, partners, talking, flowers",Relationship Instability
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Negative,-0.84,Anger,19,Fall,Talking,2,Relational Connection,No,2026-06-22,"garden, family, partners, talking, flowers",Relationship Instability
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.24,Fear,15,Summer,Observing,1,Existential Transformation,No,2026-06-22,"teeth, falling, mirror, body",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.41,Surprise,23,Fall,Talking,2,Relational Connection,No,2026-06-22,"coffee, talking, celebrity, friend",Social Isolation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.47,Fear,14,Summer,Falling,3,Flight & Escape,No,2026-06-22,"falling, building, skyscraper, heights",Loss of Control
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.38,Fear,23,Fall,Observing,0,Performance Anxiety,Yes,2026-06-22,"exams, schools, test, classroom",Academic Pressure
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.75,Fear,20,Summer,Observing,0,Performance Anxiety,No,2026-06-22,"exams, schools, test, classroom",Academic Pressure
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.87,Anger,16,Fall,Running,0,Performance Anxiety,No,2026-06-22,"exam, schools, maze, late, corridors",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.43,Anger,20,Fall,Running,0,Performance Anxiety,No,2026-06-22,"exam, schools, maze, late, corridors",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.21,Fear,18,Fall,Observing,1,Existential Transformation,No,2026-06-22,"teeth, falling, mirror, body",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.45,Surprise,23,Fall,Talking,2,Relational Connection,No,2026-06-22,"coffee, talking, celebrity, friend",Social Isolation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.7,Sadness,15,Summer,Observing,1,Existential Transformation,No,2026-06-22,"room, crying, lost, death, empty",Social Isolation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.37,Fear,17,Spring,Observing,1,Existential Transformation,No,2026-06-22,"room, crying, lost, death, empty",Social Isolation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Positive,0.62,Joy,20,Winter,Observing,0,Performance Anxiety,No,2026-06-22,"exams, schools, test, classroom",Academic Pressure
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.73,Joy,17,Winter,Talking,2,Relational Connection,No,2026-06-22,"garden, family, partners, talking, flowers",Relationship Instability
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.92,Fear,16,Fall,Running,0,Performance Anxiety,No,2026-06-22,"trains, car, brakes, mountain, speed",Career Uncertainty
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.9,Joy,19,Fall,Flying,3,Flight & Escape,No,2026-06-22,"flying, ocean, water, sky",Identity Transformation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.3,Fear,24,Winter,Observing,1,Existential Transformation,No,2026-06-22,"teeth, falling, mirror, body",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Neutral,0.09,Neutral,25,Winter,Running,0,Performance Anxiety,No,2026-06-22,"trains, car, brakes, mountain, speed",Career Uncertainty
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.2,Anger,17,Summer,Falling,3,Flight & Escape,No,2026-06-22,"falling, building, skyscraper, heights",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.35,Fear,21,Spring,Observing,1,Existential Transformation,No,2026-06-22,"teeth, falling, mirror, body",Identity Transformation
